item,price,high_alch,low_alch
Dragon javelin(p++),1581.0,270.0,180.0
Dragon kiteshield,83920337.0,960000.0,640000.0
Dragon kiteshield ornament kit,7855491.0,3000.0,2000.0
Dragon knife,9109.0,100.0,66.0
Dragon knife(p),9741.0,99.0,66.0
Dragon knife(p+),10380.0,99.0,66.0
Dragon knife(p++),10167.0,99.0,66.0
Dragon legs/skirt ornament kit,10572.0,3000.0,2000.0
Dragon limbs,1397012.0,21000.0,14000.0
Dragon longsword,59395.0,60000.0,40000.0
Dragon mace,29501.0,30000.0,20000.0
Dragon med helm,58938.0,60000.0,40000.0
Dragon metal lump,288187.0,90000.0,60000.0
Dragon metal shard,1817938.0,720000.0,480000.0
Dragon metal slice,71975241.0,60000.0,40000.0
Dragon necklace,11649.0,11025.0,7350.0
Dragon pickaxe,686360.0,58770.0,39180.0
Dragon pickaxe upgrade kit,608148.0,960.0,640.0
Dragon platebody,2463154.0,1200000.0,800000.0
Dragon platebody ornament kit,12121355.0,3000.0,2000.0
Dragon platelegs,161392.0,162000.0,108000.0
Dragon plateskirt,161347.0,162000.0,108000.0
Dragon scale dust,68.0,31.0,20.0
Dragon scimitar,59853.0,60000.0,40000.0
Dragon scimitar ornament kit,318643.0,3000.0,2000.0
Dragon spear,44731.0,37440.0,24960.0
Dragon spear(p),43098.0,37440.0,24960.0
Dragon spear(p+),47240.0,37440.0,24960.0
Dragon spear(p++),46755.0,37440.0,24960.0
Dragon sq shield,307099.0,300000.0,200000.0
Dragon sq shield ornament kit,5842.0,3000.0,2000.0
Dragon sword,208342.0,43200.0,28800.0
Dragon thrownaxe,354.0,450.0,300.0
Dragon warhammer,20515102.0,72000.0,48000.0
Dragonbone necklace,92685.0,48000.0,32000.0
Dragonfire shield,4954039.0,1200000.0,800000.0
Dragonfire ward,16162013.0,1200000.0,800000.0
Dragonfruit,1010.0,57.0,38.0
Dragonfruit pie,538.0,42.0,28.0
Dragonfruit sapling,210622.0,1.0,1.0
Dragonfruit tree seed,207092.0,258.0,172.0
Dragonstone,11422.0,6000.0,4000.0
Dragonstone amulet,11733.0,10575.0,7050.0
Dragonstone amulet (u),11541.0,10575.0,7050.0
Dragonstone armour set,5532087.0,48000.0,32000.0
Dragonstone bolt tips,1000.0,400.0,266.0
Dragonstone bolts,1114.0,580.0,386.0
Dragonstone bolts (e),508.0,637.0,425.0
Dragonstone boots,365404.0,7500.0,5000.0
Dragonstone bracelet,11897.0,11475.0,7650.0
Dragonstone dragon bolts,3584.0,597.0,398.0
Dragonstone dragon bolts (e),2420.0,690.0,460.0
Dragonstone full helm,1546497.0,21120.0,14080.0
Dragonstone gauntlets,537740.0,7500.0,5000.0
Dragonstone platebody,1340043.0,39000.0,26000.0
Dragonstone platelegs,1333445.0,38400.0,25600.0
Dragonstone ring,11866.0,10575.0,7050.0
Drake bones,5297.0,96.0,64.0
Drake's claw,616982.0,60000.0,40000.0
Drake's tooth,60140.0,60000.0,40000.0
Draynor manor teleport (tablet),1876.0,1.0,1.0
Drift net,2798.0,12.0,8.0
Druid's robe,609.0,18.0,12.0
Druid's robe top,1031.0,24.0,16.0
Drunk dragon,57.0,18.0,12.0
Dual macuahuitl,10235866.0,174006.0,116004.0
Dual sai,6671.0,3600.0,2400.0
Dust,17.0,1.0,1.0
Dust battlestaff,17732.0,9300.0,6200.0
Dust rune,9.0,12.0,8.0
Dwarf cannon set,769984.0,360000.0,240000.0
Dwarf weed,1840.0,42.0,28.0
Dwarf weed potion (unf),2044.0,42.0,28.0
Dwarf weed seed,459.0,3.0,2.0
Dwarven helmet,35604.0,36000.0,24000.0
Dwarven stout,95.0,1.0,1.0
Dwarven stout(4),16707.0,1.0,1.0
Dwarven stout(m),18912.0,1.0,1.0
Dwarven stout(m4),259954.0,1.0,1.0
Dwellberries,83.0,2.0,1.0
Dwellberry seed,3.0,15.0,10.0
Dynamite,718.0,30.0,20.0
Earmuffs,391.0,120.0,80.0
Earth battlestaff,9030.0,9300.0,6200.0
Earth impling jar,1800.0,30.0,20.0
Earth orb,841.0,180.0,120.0
Earth rune,5.0,2.0,1.0
Earth talisman,322.0,2.0,1.0
Earth tiara,8.0,60.0,40.0
Easter egg,7339.0,6.0,4.0
Echo ahrim's ornament kit,369649.0,1.0,1.0
Echo crystal,3384846.0,300.0,200.0
Echo home teleport scroll,169017.0,1.0,1.0
Echo venator bow ornament kit,262672.0,1.0,1.0
Echo virtus ornament kit,369637.0,1.0,1.0
Eclectic impling jar,5336.0,30.0,20.0
Eclipse atlatl,3652232.0,96000.0,64000.0
Eclipse moon chestplate,1339234.0,174006.0,116004.0
Eclipse moon chestplate (broken),473361.0,174006.0,116004.0
Eclipse moon helm,1006668.0,61800.0,41200.0
Eclipse moon helm (broken),145495.0,61800.0,41200.0
Eclipse moon tassets,1472369.0,173946.0,115964.0
Eclipse moon tassets (broken),553502.0,173946.0,115964.0
Eclipse red,960.0,600.0,400.0
Edible seaweed,15.0,1.0,1.0
Efaritay's aid,2766.0,855.0,570.0
Efh salt,65.0,6.0,4.0
Egg,30.0,2.0,1.0
Egg and tomato,169.0,7.0,4.0
Egg potato,275.0,7.0,4.0
Egg whisk,60.0,30.0,20.0
Elder chaos hood,444148.0,300.0,200.0
Elder chaos robe,432742.0,420.0,280.0
Elder chaos top,580364.0,480.0,320.0
Elder maul,115039845.0,300006.0,200004.0
Eldritch orb,283799189.0,2400000.0,1600000.0
Elemental helmet,398.0,12.0,8.0
Elemental shield,1086.0,12.0,8.0
Elemental sphere (flatpack),906.0,6.0,4.0
Elemental talisman,2655.0,300.0,200.0
Elemental tiara,1210.0,1.0,1.0
Elidinis' ward,4603976.0,1.0,1.0
Elven boots,10011.0,6000.0,4000.0
Elven dawn,219.0,3.0,2.0
Elven gloves,12546.0,6000.0,4000.0
Elven legwear,7335.0,3000.0,2000.0
Elven signet,3048418.0,18000.0,12000.0
Elven skirt (white),8459.0,3000.0,2000.0
Elven skirt (yellow),7124.0,3000.0,2000.0
Elven top (white vest),6664.0,3000.0,2000.0
Elven top (white),7585.0,3000.0,2000.0
Elven top (yellow vest),6158.0,3000.0,2000.0
Elven top (yellow),6974.0,3000.0,2000.0
Elysian sigil,741711678.0,450000.0,300000.0
Elysian spirit shield,729731625.0,1200000.0,800000.0
Emerald,429.0,300.0,200.0
Emerald amulet,839.0,765.0,510.0
Emerald amulet (u),644.0,765.0,510.0
Emerald bolt tips,56.0,19.0,13.0
Emerald bolts,105.0,31.0,21.0
Emerald bolts (e),27.0,35.0,23.0
Emerald bracelet,807.0,915.0,610.0
Emerald dragon bolts,1228.0,480.0,320.0
Emerald dragon bolts (e),1768.0,498.0,332.0
Emerald necklace,680.0,855.0,570.0
Emerald ring,690.0,765.0,510.0
Empty candle lantern,6.0,6.0,4.0
Empty cup,4.0,1.0,1.0
Empty fishbowl,33.0,1.0,1.0
Empty oil lamp,5.0,15.0,10.0
Empty oil lantern,8.0,72.0,48.0
Empty plant pot,10.0,1.0,1.0
Empty sack,2.0,1.0,1.0
Enchant diamond,365.0,1.0,1.0
Enchant dragonstone,255.0,1.0,1.0
Enchant emerald or jade,507.0,1.0,1.0
Enchant onyx,521.0,1.0,1.0
Enchant ruby or topaz,678.0,1.0,1.0
Enchant sapphire or opal,118.0,1.0,1.0
Enchanted hat,8413.0,9000.0,6000.0
Enchanted robe,57292.0,48000.0,32000.0
Enchanted top,77685.0,72000.0,48000.0
Energy mix(1),283.0,21.0,14.0
Energy mix(2),311.0,43.0,28.0
Energy potion(1),126.0,21.0,14.0
Energy potion(2),249.0,43.0,28.0
Energy potion(3),252.0,66.0,44.0
Energy potion(4),363.0,87.0,58.0
Enhanced crystal teleport seed,2364412.0,60000.0,40000.0
Enhanced crystal weapon seed,163071878.0,300000.0,200000.0
Enhanced quetzal whistle blueprint,8140.0,3000.0,2000.0
Ensouled abyssal head,4326.0,351.0,234.0
Ensouled aviansie head,3620.0,331.0,221.0
Ensouled bear head,597.0,156.0,104.0
Ensouled bloodveld head,2781.0,296.0,197.0
Ensouled chaos druid head,571.0,179.0,119.0
Ensouled dagannoth head,2117.0,273.0,182.0
Ensouled demon head,3660.0,316.0,210.0
Ensouled dog head,2517.0,171.0,114.0
Ensouled dragon head,7236.0,390.0,260.0
Ensouled elf head,1336.0,214.0,143.0
Ensouled giant head,729.0,191.0,127.0
Ensouled goblin head,402.0,31.0,20.0
Ensouled hellhound head,4326.0,1.0,1.0
Ensouled horror head,1708.0,241.0,161.0
Ensouled imp head,1674.0,93.0,62.0
Ensouled kalphite head,1575.0,259.0,173.0
Ensouled minotaur head,508.0,136.0,91.0
Ensouled monkey head,577.0,62.0,41.0
Ensouled ogre head,927.0,202.0,135.0
Ensouled scorpion head,548.0,148.0,98.0
Ensouled troll head,1576.0,230.0,153.0
Ensouled tzhaar head,3051.0,304.0,202.0
Ensouled unicorn head,821.0,160.0,106.0
Equa leaves,200.0,1.0,1.0
Essence impling jar,2551.0,30.0,20.0
Eternal boots,7807124.0,45000.0,30000.0
Eternal crystal,7244629.0,27000.0,18000.0
Eternal gem,8588465.0,5700.0,3800.0
Evil chicken feet,499319.0,1.0,1.0
Evil chicken head,372236.0,1.0,1.0
Evil chicken legs,562125.0,1.0,1.0
Evil chicken wings,349520.0,1.0,1.0
Expeditious bracelet,1269.0,690.0,460.0
Explorer backpack,23429.0,930.0,620.0
Extended anti-venom+(1),5120.0,1.0,1.0
Extended anti-venom+(2),9810.0,1.0,1.0
Extended anti-venom+(3),14713.0,1.0,1.0
Extended anti-venom+(4),21272.0,1.0,1.0
Extended antifire mix(1),400.0,96.0,64.0
Extended antifire mix(2),283.0,144.0,96.0
Extended antifire(1),79.0,66.0,44.0
Extended antifire(2),189.0,132.0,88.0
Extended antifire(3),211.0,198.0,132.0
Extended antifire(4),283.0,264.0,176.0
Extended super antifire mix(1),725.0,96.0,64.0
Extended super antifire mix(2),6953.0,144.0,96.0
Extended super antifire(1),5486.0,408.0,272.0
Extended super antifire(2),11042.0,432.0,288.0
Extended super antifire(3),17988.0,456.0,304.0
Extended super antifire(4),23778.0,480.0,320.0
Eye of newt,4.0,1.0,1.0
Facemask,534.0,120.0,80.0
Fake beard,395.0,1.0,1.0
Falador teleport (tablet),386.0,1.0,1.0
Fancy hedge (bagged),27024.0,15000.0,10000.0
Fancy teak dresser (flatpack),346.0,6.0,4.0
Fancy tiara,13480.0,4800.0,3200.0
Fangs of venenatis,53578.0,1.0,1.0
Farseer helm,39148.0,36000.0,24000.0
Fat snail,2020.0,9.0,6.0
Fat snail meat,1987.0,18.0,12.0
Fayrg bones,6664.0,1.0,1.0
Feather,3.0,1.0,1.0
Fedora,9524.0,180.0,120.0
Feldip hills teleport,2847.0,6.0,4.0
Feldip weasel fur,54.0,8.0,5.0
Felling axe handle,1990797.0,1.0,1.0
Fenkenstrain's castle teleport (tablet),2167.0,1.0,1.0
Fez,1105.0,12.0,8.0
Fibula piece,18779.0,36.0,24.0
Fiendish ashes,299.0,1.0,1.0
Filled plant pot,4.0,1.0,1.0
Fine cloth,7216.0,300.0,200.0
Fire battlestaff,9053.0,9300.0,6200.0
Fire element staff crown,26430.0,1.0,1.0
Fire orb,1149.0,180.0,120.0
Fire rune,5.0,2.0,1.0
Fire talisman,3096.0,2.0,1.0
Fire tiara,28.0,60.0,40.0
Fish chunks,20.0,12.0,8.0
Fish food,488.0,1.0,1.0
Fish offcuts,30.0,1.0,1.0
Fish pie,758.0,60.0,40.0
Fishing bait,5.0,1.0,1.0
Fishing guild teleport (tablet),1228.0,1.0,1.0
Fishing mix(1),73.0,60.0,40.0
Fishing mix(2),112.0,90.0,60.0
Fishing potion(1),30.0,60.0,40.0
Fishing potion(2),80.0,90.0,60.0
Fishing potion(3),39.0,120.0,80.0
Fishing potion(4),79.0,150.0,100.0
Fishing rod,96.0,3.0,2.0
Fiyr remains,7759.0,1.0,1.0
Flamtaer bracelet,1041.0,780.0,520.0
Flamtaer hammer,5424.0,6000.0,4000.0
Flared trousers,2756740.0,1200.0,800.0
Flattened hide,8598.0,36.0,24.0
Flax,2.0,3.0,2.0
Flighted ogre arrow,135.0,1.0,1.0
Fly fishing rod,79.0,3.0,2.0
Forester's ration,40.0,1.0,1.0
Forgotten brew(1),739.0,1.0,1.0
Forgotten brew(2),1098.0,1.0,1.0
Forgotten brew(3),1517.0,1.0,1.0
Forgotten brew(4),1812.0,1.0,1.0
Four-poster bed (flatpack),6439.0,6.0,4.0
Fox fur,614.0,6.0,4.0
Fremennik beige shirt,528.0,150.0,100.0
Fremennik black cloak,2161.0,150.0,100.0
Fremennik blue cloak,880.0,150.0,100.0
Fremennik blue shirt,683.0,150.0,100.0
Fremennik boots,632.0,300.0,200.0
Fremennik brown cloak,42.0,150.0,100.0
Fremennik brown shirt,50.0,150.0,100.0
Fremennik cyan cloak,891.0,150.0,100.0
Fremennik gloves,104.0,300.0,200.0
Fremennik green cloak,1081.0,150.0,100.0
Fremennik grey cloak,928.0,150.0,100.0
Fremennik grey shirt,519.0,150.0,100.0
Fremennik hat,1203.0,300.0,200.0
Fremennik kilt,5178692.0,36000.0,24000.0
Fremennik pink cloak,1127.0,150.0,100.0
Fremennik purple cloak,42.0,150.0,100.0
Fremennik red cloak,1375.0,150.0,100.0
Fremennik red shirt,944.0,150.0,100.0
Fremennik robe,718.0,300.0,200.0
Fremennik skirt,555.0,300.0,200.0
Fremennik teal cloak,556.0,150.0,100.0
Fremennik yellow cloak,787.0,150.0,100.0
Fried mushrooms,72.0,25.0,16.0
Fried onions,30.0,4.0,2.0
Frog slippers,80376.0,600.0,400.0
Frog-leather body,668.0,600.0,400.0
Frog-leather boots,879.0,120.0,80.0
Frog-leather chaps,353.0,540.0,360.0
Frozen tear,134.0,300.0,200.0
Frozen whip mix,897864.0,1.0,1.0
Fruit batta,3685.0,1.0,1.0
Fruit blast,2290.0,18.0,12.0
Frying pan,1273.0,996.0,664.0
Fur,459.0,6.0,4.0
Fury ornament kit,426042.0,3000.0,2000.0
Gadderhammer,2606.0,1800.0,1200.0
Games necklace(8),783.0,630.0,420.0
Garden pie,101.0,14.0,9.0
Gardening boots,5487.0,15.0,10.0
Gardening trowel,193.0,7.0,4.0
Garlic,53.0,1.0,1.0
Garlic powder,195.0,6.0,4.0
Ghorrock teleport (tablet),1321.0,1.0,1.0
Ghrazi rapier,39436412.0,3000000.0,2000000.0
Gianne dough,75.0,1.0,1.0
Gianne's cook book,33.0,1.0,1.0
Giant boot,86387.0,8400.0,5600.0
Giant egg sac(full),35600.0,6.0,4.0
Giant frog legs,6349.0,60.0,40.0
Giant seaweed,208.0,1.0,1.0
Gilded 2h sword,6627658.0,38400.0,25600.0
Gilded armour set (lg),74097818.0,48000.0,32000.0
Gilded armour set (sk),38522674.0,48000.0,32000.0
Gilded axe,6827769.0,21000.0,14000.0
Gilded bench (flatpack),417082.0,6.0,4.0
Gilded boots,2320104.0,7500.0,5000.0
Gilded cape rack (flatpack),56099.0,6.0,4.0
Gilded chainbody,3108382.0,30000.0,20000.0
Gilded clock (flatpack),15025.0,6.0,4.0
Gilded coif,928504.0,1200.0,800.0
Gilded d'hide body,3524927.0,30000.0,20000.0
Gilded d'hide chaps,12489433.0,24000.0,16000.0
Gilded d'hide vambraces,9074974.0,24000.0,16000.0
Gilded dragonhide set,25303135.0,7500.0,5000.0
Gilded dresser (flatpack),73555.0,6.0,4.0
Gilded four-poster (flatpack),111714.0,6.0,4.0
Gilded full helm,16674016.0,21120.0,14080.0
Gilded hasta,1791168.0,12480.0,8320.0
Gilded kiteshield,14266115.0,32640.0,21760.0
Gilded magic wardrobe (flatpack),28600.0,6.0,4.0
Gilded med helm,1754015.0,11520.0,7680.0
Gilded pickaxe,6234932.0,30000.0,20000.0
Gilded platebody,24880798.0,39000.0,26000.0
Gilded platelegs,16594718.0,38400.0,25600.0
Gilded plateskirt,2074216.0,38400.0,25600.0
Gilded scimitar,20210399.0,15360.0,10240.0
Gilded spade,5018216.0,600.0,400.0
Gilded spear,4280597.0,12480.0,8320.0
Gilded sq shield,1699211.0,23040.0,15360.0
Gilded wardrobe (flatpack),105651.0,6.0,4.0
Gin,168.0,3.0,2.0
Glacial temotli,88421.0,49800.0,33200.0
Glassblowing pipe,59.0,1.0,1.0
Gloves of darkness,10865.0,6000.0,4000.0
Gloves of silence,1305.0,360.0,240.0
Gnome goggles,94021.0,600.0,400.0
Gnome scarf,588424.0,600.0,400.0
Gnome spice,113.0,1.0,1.0
Gnomeball,27206.0,1.0,1.0
Gnomebowl mould,523.0,6.0,4.0
Gnomish firelighter,20828.0,600.0,400.0
Goading potion(1),28346.0,90.0,60.0
Goading potion(2),57743.0,120.0,80.0
Goading potion(3),66625.0,150.0,100.0
Goading potion(4),86756.0,180.0,120.0
Goat horn dust,96.0,7.0,4.0
Goblin book,400.0,1.0,1.0
Goblin mail,665.0,24.0,16.0
Goblin mask,41213.0,1200.0,800.0
Godsword blade,478402.0,450000.0,300000.0
Godsword shard 1,149766.0,150000.0,100000.0
Godsword shard 2,149906.0,150000.0,100000.0
Godsword shard 3,150033.0,150000.0,100000.0
Gold amulet,164.0,210.0,140.0
Gold amulet (u),167.0,210.0,140.0
Gold bar,117.0,180.0,120.0
Gold bracelet,266.0,330.0,220.0
Gold elegant blouse,27070.0,1200.0,800.0
Gold elegant legs,3115.0,1200.0,800.0
Gold elegant shirt,3714.0,1200.0,800.0
Gold elegant skirt,20129.0,1200.0,800.0
Gold headband,2643.0,24.0,16.0
Gold leaf,135030.0,60000.0,40000.0
Gold locks,18012.0,19200.0,12800.0
Gold necklace,174.0,270.0,180.0
Gold ore,154.0,90.0,60.0
Gold ring,154.0,210.0,140.0
Gold seal,751.0,18.0,12.0
Gold tiara,43.0,60.0,40.0
Golden apron,271139.0,1.0,1.0
Golden chef's hat,552186.0,1.0,1.0
Golden scarab,999.0,18.0,12.0
Golden statuette,1286.0,18.0,12.0
Golovanova fruit top,690.0,1.0,1.0
Gourmet impling jar,4253.0,30.0,20.0
Gout tuber,573072.0,120.0,80.0
Graahk fur,403.0,72.0,48.0
Graahk headdress,2106.0,450.0,300.0
Graahk legs,1119.0,90.0,60.0
Graahk top,1216.0,90.0,60.0
Grain,38.0,1.0,1.0
Grand seed pod,222574.0,150.0,100.0
Granite (2kg),15.0,1.0,1.0
Granite (500g),76.0,1.0,1.0
Granite (5kg),533.0,1.0,1.0
Granite body,56925.0,48000.0,32000.0
Granite boots,451095.0,7500.0,5000.0
Granite clamp,780900.0,3000.0,2000.0
Granite gloves,113927.0,20400.0,13600.0
Granite hammer,536234.0,38400.0,25600.0
Granite helm,27695.0,27600.0,18400.0
Granite legs,41640.0,39600.0,26400.0
Granite longsword,23754.0,19200.0,12800.0
Granite maul,971521.0,30000.0,20000.0
Granite ring,26594.0,9000.0,6000.0
Granite shield,35727.0,33600.0,22400.0
Grape seed,1095.0,44.0,29.0
Grapes,30.0,1.0,1.0
Greater demon mask,9556.0,2400.0,1600.0
Greater siren,128.0,1.0,1.0
Green boater,15924.0,135.0,90.0
Green boots,1213.0,120.0,80.0
Green cape,732.0,19.0,12.0
Green d'hide body,4300.0,4680.0,3120.0
Green d'hide body (g),9647.0,4680.0,3120.0
Green d'hide body (t),5862.0,4680.0,3120.0
Green d'hide chaps,2209.0,2340.0,1560.0
Green d'hide chaps (g),58296.0,2340.0,1560.0
Green d'hide chaps (t),12916.0,2340.0,1560.0
Green d'hide shield,3003.0,3300.0,2200.0
Green d'hide vambraces,1360.0,1500.0,1000.0
Green dark bow paint,213122.0,1.0,1.0
Green dragon leather,1631.0,30.0,20.0
Green dragon mask,6545.0,6000.0,4000.0
Green dragonhide,1468.0,81.0,54.0
Green dragonhide set,8520.0,3000.0,2000.0
Green dye,664.0,3.0,2.0
Green elegant blouse,87466.0,1200.0,800.0
Green elegant legs,7753.0,1200.0,800.0
Green elegant shirt,21668.0,1200.0,800.0
Green elegant skirt,17489.0,1200.0,800.0
Green firelighter,89.0,9.0,6.0
Green halloween mask,8339.0,9.0,6.0
Green hat,923.0,96.0,64.0
Green headband,4372.0,24.0,16.0
Green partyhat,6287.0,1.0,1.0
Green robe bottoms,1208.0,108.0,72.0
Green robe top,1416.0,108.0,72.0
Green spiky vambraces,1802.0,1500.0,1000.0
Greenman's ale,373.0,1.0,1.0
Greenman's ale (flatpack),13864.0,6.0,4.0
Greenman's ale(m),51570.0,1.0,1.0
Greenmans ale(4),19254.0,1.0,1.0
Greenmans ale(m4),184560.0,1.0,1.0
Grey boots,1422.0,300.0,200.0
Grey gloves,1560.0,300.0,200.0
Grey hat,1560.0,300.0,200.0
Grey robe bottoms,825.0,300.0,200.0
Grey robe top,657.0,300.0,200.0
Grey toy horsey,323.0,60.0,40.0
Grey wolf fur,71.0,30.0,20.0
Grimy avantoe,2338.0,10.0,7.0
Grimy cadantine,3305.0,13.0,8.0
Grimy dwarf weed,1837.0,14.0,9.0
Grimy guam leaf,453.0,7.0,5.0
Grimy harralander,667.0,9.0,6.0
Grimy huasca,8873.0,15.0,10.0
Grimy irit leaf,1278.0,10.0,6.0
Grimy kwuarm,3165.0,12.0,8.0
Grimy lantadyme,1656.0,13.0,9.0
Grimy marrentill,246.0,8.0,5.0
Grimy ranarr weed,5930.0,18.0,12.0
Grimy snapdragon,7834.0,12.0,8.0
Grimy tarromin,285.0,9.0,6.0
Grimy toadflax,3135.0,11.0,7.0
Grimy torstol,2876.0,15.0,10.0
Grog,424.0,1.0,1.0
Ground guam,44.0,1.0,1.0
Grubby key,40366.0,19.0,12.0
Guam leaf,485.0,1.0,1.0
Guam potion (unf),574.0,1.0,1.0
Guam seed,24.0,1.0,1.0
Guam tar,3.0,1.0,1.0
Guardian boots,7036193.0,183000.0,122000.0
Guthan's armour set,1579533.0,240000.0,160000.0
Guthan's chainskirt,312536.0,165000.0,110000.0
Guthan's chainskirt 0,267461.0,165000.0,110000.0
Guthan's helm,268847.0,61800.0,41200.0
Guthan's helm 0,215829.0,61800.0,41200.0
Guthan's platebody,526976.0,168000.0,112000.0
Guthan's platebody 0,315139.0,168000.0,112000.0
Guthan's warspear,405989.0,60000.0,40000.0
Guthan's warspear 0,242860.0,60000.0,40000.0
Guthix armour set (lg),188467.0,48000.0,32000.0
Guthix armour set (sk),203500.0,48000.0,32000.0
Guthix balance(1),284.0,120.0,80.0
Guthix balance(2),494.0,120.0,80.0
Guthix balance(3),116.0,120.0,80.0
Guthix balance(4),609.0,120.0,80.0
Guthix bracers,26851.0,3600.0,2400.0
Guthix chaps,277372.0,3600.0,2400.0
Guthix cloak,37512.0,1200.0,800.0
Guthix coif,61319.0,1200.0,800.0
Guthix crozier,7099.0,3000.0,2000.0
Guthix d'hide body,162302.0,7800.0,5200.0
Guthix d'hide boots,323603.0,5580.0,3720.0
Guthix d'hide shield,395817.0,17000.0,11333.0
Guthix dragonhide set,582245.0,5400.0,3600.0
Guthix full helm,33730.0,21120.0,14080.0
Guthix kiteshield,43622.0,32640.0,21760.0
Guthix mitre,22503.0,3000.0,2000.0
Guthix mjolnir,7278.0,375.0,250.0
Guthix page 1,1847.0,120.0,80.0
Guthix page 2,1974.0,120.0,80.0
Guthix page 3,1814.0,120.0,80.0
Guthix page 4,1892.0,120.0,80.0
Guthix platebody,46686.0,39000.0,26000.0
Guthix platelegs,40835.0,38400.0,25600.0
Guthix plateskirt,38157.0,38400.0,25600.0
Guthix rest(1),750.0,30.0,20.0
Guthix rest(2),1516.0,30.0,20.0
Guthix rest(3),2875.0,30.0,20.0
Guthix rest(4),4148.0,30.0,20.0
Guthix robe legs,36036.0,4200.0,2800.0
Guthix robe top,49821.0,4200.0,2800.0
Guthix stole,3267.0,1500.0,1000.0
Guthixian temple teleport,4395.0,1.0,1.0
Hair,415.0,1.0,1.0
Half full wine jug,14548.0,1.0,1.0
Half moon spectacles,31958.0,11670.0,7780.0
Halloween mask set,27829.0,4.0,3.0
Ham boots,3979.0,45.0,30.0
Ham cloak,2041.0,45.0,30.0
Ham gloves,1407.0,45.0,30.0
Ham hood,522.0,45.0,30.0
Ham joint,2547088.0,900.0,600.0
Ham logo,1456.0,45.0,30.0
Ham robe,367.0,45.0,30.0
Ham shirt,86.0,45.0,30.0
Hammer,70.0,1.0,1.0
Hammerstone hops,380.0,2.0,1.0
Hammerstone seed,5.0,1.0,1.0
Hard leather,292.0,1.0,1.0
Hard leather shield,188.0,300.0,200.0
Hardleather body,11.0,102.0,68.0
Harmonised orb,390726121.0,2400000.0,1600000.0
Harmony island teleport (tablet),2434.0,1.0,1.0
Harpoon,77.0,3.0,2.0
Harralander,705.0,12.0,8.0
Harralander potion (unf),825.0,12.0,8.0
Harralander seed,34.0,2.0,1.0
Harralander tar,2.0,1.0,1.0
Hat eyepatch,65269.0,60.0,40.0
Headless arrow,10.0,1.0,1.0
Heavy ballista,1509273.0,570000.0,380000.0
Heavy frame,509899.0,30000.0,20000.0
Helm of neitiznot,50207.0,30000.0,20000.0
Herring,19.0,6.0,4.0
Highwayman mask,90333.0,24.0,16.0
Hill giant club,1852198.0,36000.0,24000.0
Holy blessing,10017.0,48.0,32.0
Holy book page set,18378.0,4200.0,2800.0
Holy elixir,603492.0,450000.0,300000.0
Holy mould,31.0,3.0,2.0
Holy sandals,1824640.0,1200.0,800.0
Holy symbol,489.0,180.0,120.0
Holy wraps,862169.0,5760.0,3840.0
Honourable blessing,6785.0,48.0,32.0
Hood of darkness,14266.0,6000.0,4000.0
Hosidius banner,1755.0,42.0,28.0
Hosidius hood,2241.0,1.0,1.0
Hosidius scarf,5448.0,6000.0,4000.0
Huasca,9446.0,45.0,30.0
Huasca potion (unf),18547.0,15.0,10.0
Huasca seed,119398.0,42.0,28.0
Hueycoatl hide,824526.0,66.0,44.0
Hueycoatl hide body,2576747.0,8088.0,5392.0
Hueycoatl hide chaps,1694887.0,3732.0,2488.0
Hueycoatl hide coif,1688239.0,1200.0,800.0
Hueycoatl hide vambraces,844062.0,2592.0,1728.0
Hunter potion(1),1222.0,3.0,2.0
Hunter potion(2),2284.0,5.0,3.0
Hunter potion(3),2211.0,7.0,4.0
Hunter potion(4),2497.0,9.0,6.0
Hunter spear tips,5.0,3.0,2.0
Hunter's spear,269.0,210.0,140.0
Hunters' crossbow,2348.0,780.0,520.0
Hunters' sunlight crossbow,6740.0,780.0,520.0
Hunting mix(1),144.0,3.0,2.0
Hunting mix(2),832.0,5.0,3.0
Hydra bones,10338.0,96.0,64.0
Hydra leather,9096683.0,60000.0,40000.0
Hydra tail,109155.0,60000.0,40000.0
Hydra's claw,58306503.0,90000.0,60000.0
Ice element staff crown,26453.0,1.0,1.0
Ice plateau teleport (tablet),1284.0,1.0,1.0
Icy basalt,1011.0,54.0,36.0
Imbued heart,106338547.0,300000.0,200000.0
Immature tecu salamander,189.0,120.0,80.0
Imp mask,7594.0,1200.0,800.0
Imperial rosé,428.0,240.0,160.0
Impling jar,783.0,1.0,1.0
Incomplete heavy ballista,163646.0,30000.0,20000.0
Incomplete light ballista,60757.0,30000.0,20000.0
Infernal ashes,4511.0,1.0,1.0
Infinity boots,400924.0,7200.0,4800.0
Infinity bottoms,3337573.0,54000.0,36000.0
Infinity gloves,1596154.0,7200.0,4800.0
Infinity hat,1413207.0,10200.0,6800.0
Infinity top,2204480.0,84000.0,56000.0
Initiate cuisse,6060.0,4800.0,3200.0
Initiate harness m,23279.0,12000.0,8000.0
Initiate hauberk,7370.0,6000.0,4000.0
Initiate sallet,3565.0,3600.0,2400.0
Inoculation bracelet,1319.0,1536.0,1024.0
Inquisitor's armour set,293637420.0,1.0,1.0
Inquisitor's great helm,56519303.0,300000.0,200000.0
Inquisitor's hauberk,91915662.0,600000.0,400000.0
Inquisitor's mace,383481891.0,3000000.0,2000000.0
